attack_type,stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,device_mac,eth_src_oui,eth_dst_oui
Benign,255,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36660,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,2398,Amazon Echo Studio,ff:ff:ff:ff:ff:ff,192.168.137.83,255.255.255.255,50034,56700,Amazon Echo Studio,Amazon Technologies Inc.,Broadcast
Benign,436,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.30.30,59957,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,52,GoSund Smart Plug WP2 (2),3c:18:a0:41:c3:a0,192.168.137.151,34.210.19.179,30542,8886,GoSund Smart Plug WP2 (2),Espressif Inc.,Luxshare Precision Industry Company Limited
Benign,753,3c:18:a0:41:c3:a0,Amazon Echo Studio,35.174.51.236,192.168.137.83,443,48132,Amazon Echo Studio,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,828,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.131.98,40360,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,8.8.8.8,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,4,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,41206,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,840,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,47675,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,185,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.34.92.22,192.168.137.175,443,37446,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,166,3c:18:a0:41:c3:a0,Amazon Echo Studio,13.225.196.108,192.168.137.83,443,57996,Amazon Echo Studio,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,693,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.177.237,192.168.137.175,443,33448,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,566,3c:18:a0:41:c3:a0,TP-Link Tapo Camera,34.224.192.68,192.168.137.187,443,39841,TP-Link Tapo Camera,Luxshare Precision Industry Company Limited,TP-Link Corporation Limited
Benign,243,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.19.77.30,57442,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,243,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.19.77.30,57442,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,73,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.220.16,192.168.137.175,443,46299,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,460,3c:18:a0:41:c3:a0,24:05:88:30:6f:89,142.251.41.46,192.168.137.207,443,51698,24:05:88:30:6f:89,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,928,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.30.25.100,47330,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,2767,harman kardon (Ampak Technology),3c:18:a0:41:c3:a0,192.168.137.47,35.175.71.102,35119,80,harman kardon (Ampak Technology),"AMPAK Technology, Inc.",Luxshare Precision Industry Company Limited
Benign,4,Amazon Echo Dot 1,3c:18:a0:41:c3:a0,192.168.137.250,35.175.71.102,51440,443,Amazon Echo Dot 1,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,6916,24:05:88:30:6f:89,3c:18:a0:41:c3:a0,192.168.137.249,8.8.8.8,44230,53,24:05:88:30:6f:89,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,5977,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,161.117.254.158,20025,32100,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,1975,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,61131,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,18,GoSund Smart Plug WP2 (2),ff:ff:ff:ff:ff:ff,192.168.137.151,255.255.255.255,49154,6667,GoSund Smart Plug WP2 (2),Espressif Inc.,Broadcast
Benign,881,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.253.95.65,41019,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,392,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.246.132.214,192.168.137.175,443,37154,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,0,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,41206,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,822,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46463,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,2494,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,49158,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,423,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,176.34.92.25,192.168.137.175,443,41687,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,96,Amazon Echo Dot 2,Amazon Echo Show,192.168.137.58,192.168.137.172,55443,49430,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,773,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.210.10.244,192.168.137.175,443,47096,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1025,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.17.3.51,192.168.137.175,443,46198,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,5461,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,59084,80,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,4,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,41206,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,53,3c:18:a0:41:c3:a0,GoSund Smart Plug WP3 (1),34.211.189.2,192.168.137.139,8886,14875,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Espressif Inc.
Benign,908,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.30.25.100,192.168.137.175,443,45427,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,106,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.141.16,54702,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,8382,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,192.168.137.1,32792,53,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,1078,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.210.66.142,59431,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,13,3c:18:a0:41:c3:a0,Levoit Air Purifier,52.21.64.122,192.168.137.181,1883,60861,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Espressif Inc.
Benign,27,Amazon Echo Dot 1,3c:18:a0:41:c3:a0,192.168.137.250,34.158.253.218,60698,4070,Amazon Echo Dot 1,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,667,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.246.196.149,53472,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1011,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,3.208.140.212,38654,443,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,771,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.141.16,56689,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,25,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,192.168.137.159,255.255.255.255,49154,6667,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,392,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.246.132.214,37154,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,744,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.208.245.138,192.168.137.175,443,37066,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,255,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36660,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,612,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.203.242.2,192.168.137.175,443,57045,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,6449,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,58773,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,25,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,192.168.137.159,255.255.255.255,49154,6667,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,7235,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,80,33290,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,536,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.32.36.73,192.168.137.175,443,56915,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Gosund Smart Plug WP3 (2),ff:ff:ff:ff:ff:ff,,,0,0,Gosund Smart Plug WP3 (2),Espressif Inc.,Broadcast
Benign,51,Amazon Echo Show,01:00:5e:00:00:fb,192.168.137.172,224.0.0.251,5353,5353,Amazon Echo Show,Amazon Technologies Inc.,IPv4 Multicast
Benign,1025,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.17.3.51,46198,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,355,3c:18:a0:41:c3:a0,SmartThings Hub,13.225.195.7,192.168.137.186,443,56008,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,1080,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.229.134.24,33687,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,392,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46359,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,512,harman kardon (Ampak Technology),Amazon Echo Dot 2,192.168.137.47,192.168.137.58,55443,53964,harman kardon (Ampak Technology),"AMPAK Technology, Inc.",Amazon Technologies Inc.
Benign,1293,3c:18:a0:41:c3:a0,AeoTec Smart Home Hub,192.168.137.1,192.168.137.86,53,40161,AeoTec Smart Home Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,20,Gosund Power strip (1),ff:ff:ff:ff:ff:ff,192.168.137.62,255.255.255.255,49154,6667,Gosund Power strip (1),Espressif Inc.,Broadcast
Benign,64,Google Nest Mini Speaker,01:00:5e:00:00:fb,192.168.137.61,224.0.0.251,5353,5353,Google Nest Mini Speaker,"Google, Inc.",IPv4 Multicast
Benign,63,Teckin Plug 1,ff:ff:ff:ff:ff:ff,192.168.137.176,255.255.255.255,49238,6667,Teckin Plug 1,Tuya Smart Inc.,Broadcast
Benign,1038,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.246.196.149,192.168.137.175,443,53564,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,309,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.30.234.144,39434,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,57480,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,815,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,109.95.152.166,192.168.137.41,443,43918,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,906,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.67.251,45997,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1066,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.229.168.9,48010,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,73,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46299,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,5872,3c:18:a0:41:c3:a0,56:4f:8a:e1:f3:2d,17.253.125.206,192.168.137.51,443,63848,56:4f:8a:e1:f3:2d,Luxshare Precision Industry Company Limited,none
Benign,4073,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.189.191,52472,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,8896,3c:18:a0:41:c3:a0,SmartThings Hub,192.168.137.1,192.168.137.186,53,45561,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,254,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.42.87,192.168.137.175,443,41487,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,537,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.242.17.206,50800,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,366,3c:18:a0:41:c3:a0,Rbcior Camera,35.161.158.54,192.168.137.76,8883,36089,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,22,Yutron Plug 1,ff:ff:ff:ff:ff:ff,192.168.137.99,255.255.255.255,49221,6667,Yutron Plug 1,Tuya Smart Inc.,Broadcast
Benign,7037,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,33021,80,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,436,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,59957,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,14380,3c:18:a0:41:c3:a0,Yi Indoor 2 Camera,8.8.8.8,192.168.137.249,53,45135,Yi Indoor 2 Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,759,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.49.18.27,192.168.137.175,443,57258,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,5,GoSund Bulb,ff:ff:ff:ff:ff:ff,192.168.137.7,255.255.255.255,49154,6667,GoSund Bulb,Espressif Inc.,Broadcast
Benign,4744,3c:18:a0:41:c3:a0,Eufy HomeBase 2,34.235.4.153,192.168.137.224,32100,24547,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Smart Innovation LLC
Benign,4,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,41206,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,41,GoSund Smart Plug WP2 (2),ff:ff:ff:ff:ff:ff,192.168.137.151,255.255.255.255,49154,6667,GoSund Smart Plug WP2 (2),Espressif Inc.,Broadcast
Benign,3,GoSund Smart plug WP2 (1),ff:ff:ff:ff:ff:ff,192.168.137.79,255.255.255.255,49154,6667,GoSund Smart plug WP2 (1),Espressif Inc.,Broadcast
Benign,7154,Wyze Camera,3c:18:a0:41:c3:a0,192.168.137.227,8.8.4.4,44341,53,Wyze Camera,Wyze Labs Inc,Luxshare Precision Industry Company Limited
Benign,9,3c:18:a0:41:c3:a0,SmartThings Hub,13.59.192.161,192.168.137.186,443,53130,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,908,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.30.25.100,192.168.137.175,443,45427,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,98,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.72.132,192.168.137.175,443,42710,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,709,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36712,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,3716,3c:18:a0:41:c3:a0,Rbcior Camera,54.188.99.4,192.168.137.76,8883,37355,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,98,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.72.132,42710,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,198,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.210.196.179,42325,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1043,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.243.231.175,33328,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1142,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.195.180.27,192.168.137.175,443,44981,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,28,Yutron Plug 2,ff:ff:ff:ff:ff:ff,192.168.137.167,255.255.255.255,49229,6667,Yutron Plug 2,Tuya Smart Inc.,Broadcast
Benign,358,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.49.18.27,57158,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,392,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.246.132.214,37154,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,574,TP-Link Tapo Camera,3c:18:a0:41:c3:a0,192.168.137.187,3.208.160.215,31649,3478,TP-Link Tapo Camera,TP-Link Corporation Limited,Luxshare Precision Industry Company Limited
Benign,8,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,3.217.147.217,39172,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,29,3c:18:a0:41:c3:a0,Arlo Base Station,44.231.109.193,192.168.137.78,443,48765,Arlo Base Station,Luxshare Precision Industry Company Limited,Netgear
Benign,536,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.36.73,56915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,255,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.81.57.97,192.168.137.175,443,36660,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,28,3c:18:a0:41:c3:a0,TP-Link Tapo Camera,34.196.107.165,192.168.137.187,443,57423,TP-Link Tapo Camera,Luxshare Precision Industry Company Limited,TP-Link Corporation Limited
Benign,67,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,49426,55443,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,25,Teckin Plug 2,ff:ff:ff:ff:ff:ff,192.168.137.82,255.255.255.255,49236,6667,Teckin Plug 2,Tuya Smart Inc.,Broadcast
Benign,53,GoSund Smart Plug WP3 (1),3c:18:a0:41:c3:a0,192.168.137.139,34.211.189.2,14875,8886,GoSund Smart Plug WP3 (1),Espressif Inc.,Luxshare Precision Industry Company Limited
Benign,1,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,57480,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,520,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.208.201,41451,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,536,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.36.73,56915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,544,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,53515,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,322,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.108.36,192.168.137.175,443,41922,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,721,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.81.52,38285,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,591,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.155.117.186,44723,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,619,Yi Outdoor Camera,3c:18:a0:41:c3:a0,192.168.137.245,47.254.14.172,50546,443,Yi Outdoor Camera,Fn-Link Technology Limited,Luxshare Precision Industry Company Limited
Benign,119,LampUX RGB,3c:18:a0:41:c3:a0,192.168.137.3,44.235.194.199,3565,8886,LampUX RGB,Espressif Inc.,Luxshare Precision Industry Company Limited
Benign,12,GoSund Smart plug WP2 (1),ff:ff:ff:ff:ff:ff,192.168.137.79,255.255.255.255,49154,6667,GoSund Smart plug WP2 (1),Espressif Inc.,Broadcast
Benign,2400,3c:18:a0:41:c3:a0,Amazon Echo Studio,13.225.196.108,192.168.137.83,443,56062,Amazon Echo Studio,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,139,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.16.52.139,51260,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,4062,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.189.191,52450,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,7723,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,60558,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,338,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,13.225.189.53,59642,80,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,6,Google Nest Mini Speaker,01:00:5e:00:00:fb,192.168.137.61,224.0.0.251,5353,5353,Google Nest Mini Speaker,"Google, Inc.",IPv4 Multicast
XSS,84,Google Nest Mini Speaker,01:00:5e:00:00:fb,192.168.137.121,224.0.0.251,5353,5353,Google Nest Mini Speaker,"Google, Inc.",IPv4 Multicast
Benign,63,3c:18:a0:41:c3:a0,b0:09:da:3e:82:6c,3.218.207.160,192.168.137.118,443,45382,b0:09:da:3e:82:6c,Luxshare Precision Industry Company Limited,Ring Solutions
Benign,185,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.34.92.22,37446,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,255,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36660,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,3919,3c:18:a0:41:c3:a0,Yi Outdoor Camera,161.117.254.158,192.168.137.245,32100,25500,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Fn-Link Technology Limited
XSS,1267,Philips Hue Bridge,dc:a6:32:c9:e5:a4,192.168.137.172,192.168.137.162,1900,52696,Philips Hue Bridge,Philips Lighting BV,Raspberry Pi Trading Ltd
Benign,76,Teckin Plug 2,3c:18:a0:41:c3:a0,192.168.137.82,100.21.156.247,51577,8886,Teckin Plug 2,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,53,Govee Smart Humidifer,3c:18:a0:41:c3:a0,192.168.137.209,3.212.48.2,55462,8883,Govee Smart Humidifer,"Shenzhen Intellirocks Tech co.,ltd",Luxshare Precision Industry Company Limited
Benign,36,3c:18:a0:41:c3:a0,b0:09:da:3e:82:6c,3.238.78.232,192.168.137.118,443,56404,b0:09:da:3e:82:6c,Luxshare Precision Industry Company Limited,Ring Solutions
Benign,591,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.155.117.186,44723,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,296,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.213.112.0,192.168.137.175,443,43029,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,106,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.141.16,54702,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,392,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.246.132.214,37154,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,GoSund Smart plug WP2 (1),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Smart plug WP2 (1),Espressif Inc.,Broadcast
Benign,0,LG Smart TV,3c:18:a0:41:c3:a0,192.168.137.253,23.78.206.51,40940,80,LG Smart TV,LG Innotek,Luxshare Precision Industry Company Limited
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,924,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.210.83.85,192.168.137.175,443,57263,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,990,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.208.195.227,192.168.137.175,443,55959,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,568,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.22.187,56028,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
